2018年 医 保 药 品 目 录,,,,,,,,,,
,,,,,,,,,,,
序号,医保项目编码,医保项目名称,统计类别,目录等级,医疗目录,工伤目录,生育目录,普通人员支付类型,特殊人群支付类型,居民支付类型
1127,N220800004_00,彩色一次成象(波拉)照片,检查费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
1128,N220800005_00,超声多幅照相,检查费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
1129,N220800006_00,彩色胶片照相,检查费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
1130,N220800007_00,超声检查实时录象,检查费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
1131,N220800008_00,超声计算机图文报告,检查费,全自费,属于,属于,不属于,先支付100%,先支付100%,先支付100%
1132,N230100001_01,脏器动态扫描,检查费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
1133,N230100001_02,脏器动态扫描--超过三次显象后加收,检查费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
1134,N230100002_01,脏器静态扫描,检查费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
1135,N230100002_02,脏器静态扫描--超过一个体位加收,检查费,甲类,属于,不属于,不属于,无先支付,无先支付,无先支付
1136,N230200001_01,脑血管显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1137,N230200001_02,脑血管显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1138,N230200002_01,脑显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1139,N230200002_02,脑显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1140,N230200002_03,脑显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1141,N230200003_01,脑池显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1142,N230200003_02,脑池显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1143,N230200004_01,脑室引流显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1144,N230200004_02,脑室引流显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1145,N230200005_00,泪管显象,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1146,N230200006_01,甲状腺静态显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1147,N230200006_02,甲状腺静态显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1148,N230200006_03,甲状腺静态显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1149,N230200007_01,甲状腺血流显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1150,N230200007_02,甲状腺血流显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1151,N230200008_00,甲状腺有效半衰期测定,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1152,N230200009_01,甲状腺激素抑制显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1153,N230200009_02,甲状腺激素抑制显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1154,N230200010_01,促甲状腺激素兴奋显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1155,N230200010_02,促甲状腺激素兴奋显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1156,N230200011_01,甲状旁腺显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1157,N230200011_02,甲状旁腺显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1158,N230200012_01,静息心肌灌注显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1159,N230200012_02,静息心肌灌注显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1160,N230200012_03,静息心肌灌注显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1161,N230200013_01,负荷心肌灌注显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1162,N230200013_02,负荷心肌灌注显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1163,N230200013_03,负荷心肌灌注显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1164,N230200014_01,静息门控心肌灌注显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1165,N230200014_02,静息门控心肌灌注显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1166,N230200014_03,静息门控心肌灌注显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1167,N230200015_01,负荷门控心肌灌注显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1168,N230200015_02,负荷门控心肌灌注显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1169,N230200015_03,负荷门控心肌灌注显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1170,N230200016_00,首次通过法心血管显像,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1171,N230200017_01,平衡法门控心室显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1172,N230200017_02,平衡法门控心室显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1173,N230200017_03,平衡法门控心室显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1174,N230200018_01,平衡法负荷门控心室显象,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1175,N230200019_01,急性心肌梗塞灶显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1176,N230200019_02,急性心肌梗塞灶显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1177,N230200019_03,急性心肌梗塞灶显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1178,N230200020_01,动脉显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1179,N230200020_02,动脉显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1180,N230200021_00,门脉血流测定显象,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1181,N230200022_00,门体分流显象,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1182,N230200023_01,下肢深静脉显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1183,N230200023_02,下肢深静脉显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1184,N230200024_01,局部淋巴显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1185,N230200024_02,局部淋巴显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1186,N230200024_03,局部淋巴显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1187,N230200025_01,肺灌注显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1188,N230200025_02,肺灌注显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1189,N230200025_03,肺灌注显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1190,N230200026_01,肺通气显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1191,N230200026_02,肺通气显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1192,N230200026_03,肺通气显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1193,N230200027_01,唾液腺静态显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1194,N230200027_02,唾液腺静态显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1195,N230200028_01,唾液腺动态显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1196,N230200028_02,唾液腺动态显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1197,N230200029_01,食管通过显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1198,N230200029_02,食管通过显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1199,N230200030_01,胃食管返流显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1200,N230200030_02,胃食管返流显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1201,N230200031_01,十二指肠胃返流显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1202,N230200031_02,十二指肠胃返流显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1203,N230200032_01,胃排空试验,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1204,N230200032_02,固体胃排空试验,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1205,N230200033_01,异位胃粘膜显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1206,N230200033_02,异位胃粘膜显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1207,N230200034_01,消化道出血显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1208,N230200034_02,消化道出血显象--1小时后延迟显象加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1209,N230200034_03,消化道出血显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1210,N230200035_01,肝胶体显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1211,N230200035_02,肝胶体显象--增加体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1212,N230200035_03,肝胶体显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1213,N230200036_01,肝血流显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1214,N230200036_02,肝血流显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1215,N230200037_01,肝血池显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1216,N230200037_02,肝血池显象--每时相增加加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1217,N230200037_03,肝血池显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1218,N230200038_01,肝胆动态显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1219,N230200038_02,肝胆动态显象--1小时后延迟显象加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1220,N230200038_03,肝胆动态显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1221,N230200039_01,脾显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1222,N230200039_02,脾显象图像融合,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1223,N230200040_00,胰腺显象,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1224,N230200041_00,小肠功能显象,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1225,N230200042_00,肠道蛋白丢失显象,检查费,全自费,属于,属于,不属于,先支付100%,无先支付,先支付100%
1226,N230200043_01,肾上腺皮质显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1227,N230200043_02,肾上腺皮质显象--每增加一个体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1228,N230200043_03,肾上腺皮质显象--延迟显象加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1229,N230200044_01,地塞米松抑制试验肾上腺皮质显象,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1230,N230200044_02,地塞米松抑制试验肾上腺皮质显象--每增加一个体位加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
1231,N230200044_03,地塞米松抑制试验肾上腺皮质显--延迟显象加收,检查费,乙类,属于,不属于,不属于,先支付30%,无先支付,先支付30%
